City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
623,Muroto,JP,79.75,light rain,33.2833,134.15,Oota Ryokan
624,Diffa,NE,79.99,light rain,13.3154,12.6113,ProDAF/Diffa
628,Ulaangom,MN,74.07,few clouds,49.9811,92.0667,Achit Nuur Hotel & Restaurant
629,Kangaba,ML,70.36,light rain,11.9333,-8.4167,CAF (case de l´amitié et de la fraternité)
630,Koroni,GR,81.07,clear sky,36.8,21.95,Apartments Xenios Zeus 1
632,Mweka,CD,73.17,broken clouds,-4.85,21.5667,Guest House Boshab
634,Surt,LY,75.52,clear sky,31.2089,16.5887,الهادي ابوشعاله سرت
637,Nichinan,JP,80.28,overcast clouds,31.6,131.3667,Guest House Aki
638,Kemin,KG,85.05,clear sky,42.7846,75.6892,Hotel Kok-Oirok
640,Prainha,BR,73.54,scattered clouds,-1.8,-53.48,Casa Rocha
643,Zhaotong,CN,75.15,overcast clouds,27.3167,103.7167,Jingguan Home
644,Amuntai,ID,77.23,overcast clouds,-2.4177,115.2494,Hotel Balqis
647,Miri,MY,80.74,scattered clouds,4.4148,114.0089,"Mega Hotel, Miri"
648,Jiwani,PK,83.23,overcast clouds,25.05,61.7417,Hamza hotel jiwani
649,Daru,PG,79.83,broken clouds,-9.0763,143.2092,Daru Lodge
651,Conde,BR,72.86,broken clouds,-7.2597,-34.9075,Pousada Beija Flor
654,Coro,VE,78.39,broken clouds,11.4045,-69.6734,Federal
657,Chiman,PK,90.34,light rain,32.5463,73.8138,Master Muhammad zafar iqbal
658,Tutoia,BR,77.54,few clouds,-2.7619,-42.2744,Pousada Guará's
659,Along,IN,90.88,overcast clouds,28.1667,94.7667,Hotel West
660,Dangriga,BZ,80.29,overcast clouds,16.9692,-88.2321,Chaleanor Hotel
661,Vanimo,PG,79.48,moderate rain,-2.6741,141.3028,Vahmoneh Lodge Vanimo
662,Arlit,NE,84.54,few clouds,18.7369,7.3853,Case de Passage De la Prefecture
663,Kiunga,PG,81.63,overcast clouds,-6.1219,141.2906,Airport Lodge Kiunga
664,Touros,BR,74.41,broken clouds,-5.1989,-35.4608,INN NEW HORIZON
665,Tigzirt,DZ,77.47,clear sky,36.8886,4.1198,Bloc D tazoumbirt (amar)
667,Honiara,SB,87.26,broken clouds,-9.4333,159.95,Heritage Park Hotel
670,At-Bashi,KG,70.16,clear sky,41.1702,75.8106,Hostel At-Bashy
672,Maumere,ID,81.9,few clouds,-8.6199,122.2111,Sylvia Hotel
673,Canchungo,GW,78.15,light rain,12.0672,-16.0333,Aparthotel Napalach
